Building_Age,Number_of_Floors,Total_Area,Number_of_Windows,Insulation_Type,Heating_System,Cooling_System,Energy_Consumption
91,27,99054,311,Mineral Wool,Forced Air,Heat Pump,6014362.47
83,39,53765,467,Mineral Wool,Geothermal,Evaporative,3005495.99
15,30,15585,462,Fiberglass,Heat Pump,Window Units,769437.65
33,31,95750,247,Fiberglass,Heat Pump,Window Units,4682587.8
86,5,63887,260,Polyurethane,Forced Air,None,4616055.85
25,2,73117,97,Spray Foam,Radiant,Heat Pump,4023733.99
80,39,3230,221,Fiberglass,Boiler,Heat Pump,43557.23
80,13,9300,233,Spray Foam,Heat Pump,None,519309.84
86,33,37654,339,Cellulose,Forced Air,Central AC,619921.31
47,14,67217,130,Mineral Wool,Heat Pump,Heat Pump,2522195.95
68,40,25771,274,Mineral Wool,Forced Air,Evaporative,1188712.44
40,9,69089,142,Fiberglass,Boiler,None,1599410.0
42,41,52410,196,Spray Foam,Forced Air,Window Units,3223191.81
47,40,24971,154,Fiberglass,Heat Pump,Central AC,1814674.56
34,7,8777,255,Polyurethane,Radiant,Central AC,348393.71
12,11,85962,380,Fiberglass,Forced Air,Central AC,755966.12
6,16,67772,11,Polyurethane,Radiant,Evaporative,1164721.15
29,36,6253,140,Cellulose,Geothermal,Central AC,44529.68
10,28,34793,316,Polyurethane,Geothermal,None,1046850.56
89,7,24855,21,Polyurethane,Boiler,Heat Pump,532557.72
73,44,54016,194,Cellulose,Radiant,None,2000470.08
65,37,88178,446,Fiberglass,Boiler,Window Units,6601963.8
55,37,87345,113,Fiberglass,Forced Air,Evaporative,6164837.98
32,47,79354,466,Mineral Wool,Geothermal,Central AC,1087719.77
57,29,75155,158,Spray Foam,Geothermal,Evaporative,4005009.47
45,21,28570,132,Spray Foam,Heat Pump,Central AC,1214909.72
33,9,65416,101,Mineral Wool,Radiant,Window Units,2249428.23
77,22,25110,396,Mineral Wool,Boiler,Heat Pump,1909132.38
58,50,89417,282,Mineral Wool,Boiler,Evaporative,3792518.91
82,41,73713,83,Mineral Wool,Radiant,Heat Pump,6340086.72
22,26,79340,411,Cellulose,Radiant,Window Units,3346944.4
74,19,22364,441,Fiberglass,Geothermal,None,1391539.9
93,34,41665,346,Fiberglass,Geothermal,Evaporative,952674.61
84,22,44704,18,Cellulose,Forced Air,Window Units,1914824.38
36,47,89910,469,Cellulose,Forced Air,Window Units,3629926.54
32,34,3542,344,Mineral Wool,Geothermal,Evaporative,210816.46
24,2,9814,135,Polyurethane,Forced Air,Heat Pump,85483.46
66,48,98563,119,Fiberglass,Radiant,Heat Pump,6390677.95
67,1,98231,447,Cellulose,Heat Pump,None,5768266.43
76,32,83282,490,Cellulose,Geothermal,Window Units,5306823.95
86,27,26526,317,Cellulose,Radiant,None,653252.97
66,8,74750,496,Fiberglass,Geothermal,Window Units,3709957.24
23,26,55595,251,Fiberglass,Forced Air,Window Units,1560874.2
48,21,15608,78,Polyurethane,Geothermal,Central AC,339816.66
86,10,17598,141,Spray Foam,Radiant,Window Units,1476300.96
17,6,75471,346,Mineral Wool,Radiant,Central AC,2215876.54
92,36,38425,317,Mineral Wool,Forced Air,None,1747155.3
25,16,49038,150,Cellulose,Geothermal,Window Units,1063455.08
9,23,3356,427,Fiberglass,Forced Air,Heat Pump,104285.71
97,19,6149,494,Spray Foam,Geothermal,Evaporative,527376.63
84,35,11745,65,Spray Foam,Radiant,Window Units,1064385.17
28,3,6114,111,Fiberglass,Geothermal,Window Units,318802.62
2,30,59493,298,Polyurethane,Heat Pump,Central AC,1899955.18
100,4,13608,481,Cellulose,Heat Pump,Central AC,216164.13
93,10,26390,118,Fiberglass,Geothermal,None,1734828.51
69,23,61055,446,Spray Foam,Radiant,Central AC,522065.43
67,50,32967,57,Polyurethane,Heat Pump,None,1652786.55
39,45,21280,100,Polyurethane,Boiler,Evaporative,478389.18
68,49,79120,101,Polyurethane,Boiler,None,2655310.75
25,22,77769,412,Spray Foam,Radiant,None,2848783.8
35,14,78155,37,Mineral Wool,Forced Air,None,4000703.79
79,8,22457,342,Spray Foam,Forced Air,Heat Pump,707882.28
92,48,16634,475,Spray Foam,Boiler,Heat Pump,968839.89
20,8,46967,76,Polyurethane,Geothermal,Central AC,607899.08
98,8,98997,119,Mineral Wool,Heat Pump,Window Units,1668574.71
72,8,44766,50,Mineral Wool,Radiant,None,3470059.81
81,2,85380,482,Polyurethane,Radiant,None,2371330.26
78,42,82516,381,Fiberglass,Forced Air,Evaporative,3931308.67
75,6,72663,478,Fiberglass,Radiant,Evaporative,4402370.1
92,31,81119,257,Mineral Wool,Forced Air,Central AC,2915838.71
94,19,3908,279,Spray Foam,Radiant,Heat Pump,44501.83
91,34,76252,216,Cellulose,Geothermal,Central AC,3171507.3
57,48,65293,51,Spray Foam,Geothermal,Heat Pump,3811647.89
16,13,78460,258,Polyurethane,Forced Air,Central AC,1848218.62
36,17,26847,111,Fiberglass,Heat Pump,Evaporative,643878.56
22,14,45172,343,Cellulose,Radiant,Evaporative,1175252.17
73,17,98846,83,Spray Foam,Boiler,Evaporative,6986431.29
81,45,51956,141,Fiberglass,Forced Air,Heat Pump,3716705.66
10,26,82133,458,Polyurethane,Heat Pump,Central AC,3741856.39
94,17,21989,317,Spray Foam,Boiler,Window Units,731242.95
100,5,15220,23,Fiberglass,Forced Air,Evaporative,409009.65
76,50,19915,480,Polyurethane,Forced Air,Window Units,871319.72
50,19,42581,374,Mineral Wool,Geothermal,Heat Pump,2809086.24
85,12,92138,129,Fiberglass,Heat Pump,Central AC,7363075.2
66,48,38913,26,Spray Foam,Boiler,None,737967.6
98,20,99250,393,Fiberglass,Forced Air,Central AC,8228664.88
39,46,28922,447,Spray Foam,Heat Pump,Evaporative,1941245.81
63,13,55670,288,Polyurethane,Boiler,Heat Pump,2699566.23
6,28,91732,285,Fiberglass,Boiler,Heat Pump,4523788.18
9,2,12709,399,Spray Foam,Heat Pump,Evaporative,651125.73
62,17,6908,448,Mineral Wool,Boiler,Heat Pump,145078.28
44,24,51463,490,Polyurethane,Geothermal,Central AC,2562753.24
77,6,96260,225,Cellulose,Geothermal,Heat Pump,8257592.54
30,4,34095,111,Spray Foam,Heat Pump,Heat Pump,380789.43
23,23,16619,183,Spray Foam,Heat Pump,Evaporative,658374.3
32,36,35566,280,Fiberglass,Radiant,Heat Pump,734661.98
59,27,56347,322,Polyurethane,Forced Air,Central AC,485372.26
13,49,56544,19,Cellulose,Forced Air,Heat Pump,1602506.38
91,40,7933,130,Fiberglass,Geothermal,Central AC,477815.95
18,41,78447,239,Cellulose,Forced Air,Heat Pump,4389533.93
42,10,49340,335,Mineral Wool,Boiler,Heat Pump,1415858.4
54,50,10381,231,Mineral Wool,Radiant,Heat Pump,280832.17
52,33,12380,160,Fiberglass,Heat Pump,Evaporative,796941.35
14,13,34747,148,Polyurethane,Geothermal,Window Units,1321367.34
36,43,62473,221,Polyurethane,Boiler,None,2027958.31
80,32,48423,327,Fiberglass,Forced Air,Window Units,1974638.48
2,11,10374,71,Mineral Wool,Heat Pump,None,319441.43
57,10,78158,52,Fiberglass,Heat Pump,None,2563815.78
38,34,15021,387,Mineral Wool,Heat Pump,Window Units,868755.09
76,20,55587,182,Fiberglass,Heat Pump,Evaporative,4490983.17
34,43,61466,167,Polyurethane,Forced Air,Window Units,1160304.75
88,25,81434,284,Cellulose,Heat Pump,Central AC,996562.96
39,20,9162,192,Cellulose,Geothermal,Window Units,116376.82
41,7,53586,444,Mineral Wool,Radiant,None,2290621.47
3,29,83731,268,Mineral Wool,Boiler,Window Units,3763553.8
24,34,32851,15,Fiberglass,Radiant,None,725363.09
93,14,90380,320,Polyurethane,Radiant,Evaporative,1921591.3
60,36,18420,272,Cellulose,Radiant,Evaporative,398917.99
9,31,68838,325,Cellulose,Radiant,Central AC,2599712.48
15,33,34973,384,Fiberglass,Forced Air,Window Units,1990893.84
16,18,78293,140,Spray Foam,Forced Air,Central AC,1121249.18
97,1,39392,443,Spray Foam,Boiler,Central AC,1482196.54
9,15,30777,293,Fiberglass,Forced Air,Window Units,852895.76
62,2,47048,277,Fiberglass,Geothermal,None,1805166.67
8,5,91123,187,Fiberglass,Geothermal,Evaporative,3196276.44
12,35,21197,325,Cellulose,Radiant,Heat Pump,233740.47
12,44,90965,421,Cellulose,Boiler,None,1393928.17
7,50,62168,74,Fiberglass,Boiler,Evaporative,3118011.48
60,44,1872,142,Cellulose,Heat Pump,None,78082.31
83,32,7300,101,Fiberglass,Geothermal,Evaporative,267751.18
62,45,47859,243,Polyurethane,Forced Air,Window Units,1979932.92
8,47,13833,415,Cellulose,Heat Pump,None,625701.96
67,45,55787,237,Polyurethane,Boiler,Window Units,554317.79
19,34,94693,375,Fiberglass,Boiler,Central AC,3643922.56
56,28,82229,435,Mineral Wool,Geothermal,Heat Pump,1723629.46
32,30,51775,423,Fiberglass,Heat Pump,Window Units,3071427.15
44,35,5004,385,Mineral Wool,Radiant,None,180601.9
26,17,84760,407,Fiberglass,Radiant,Central AC,2726424.91
43,11,22190,107,Fiberglass,Forced Air,Window Units,222290.16
43,11,31823,34,Polyurethane,Boiler,Central AC,1300627.13
79,30,50421,194,Mineral Wool,Boiler,None,4395547.7
27,40,20392,194,Mineral Wool,Forced Air,Heat Pump,1231467.19
28,21,79339,166,Polyurethane,Forced Air,Evaporative,3573469.01
18,24,40241,438,Polyurethane,Boiler,None,558603.98
61,42,47593,299,Spray Foam,Radiant,Window Units,2538123.87
63,8,66819,273,Polyurethane,Forced Air,Heat Pump,5388558.36
99,9,36918,119,Fiberglass,Heat Pump,None,1369711.74
7,22,94544,104,Polyurethane,Heat Pump,Heat Pump,4922231.07
39,45,74822,185,Cellulose,Radiant,Central AC,3616880.62
89,46,94623,225,Spray Foam,Boiler,Heat Pump,8555984.39
39,33,42018,91,Polyurethane,Boiler,Evaporative,513407.73
64,15,51523,160,Polyurethane,Radiant,None,2273364.26
40,20,69084,394,Spray Foam,Boiler,Central AC,1305467.03
39,5,56208,474,Polyurethane,Boiler,Evaporative,851768.83
39,47,25573,348,Fiberglass,Heat Pump,Window Units,665878.44
11,27,89783,369,Polyurethane,Forced Air,Central AC,1015726.1
41,35,41646,418,Fiberglass,Forced Air,Window Units,340675.67
78,17,28507,325,Spray Foam,Geothermal,Heat Pump,1386760.08
22,26,1759,460,Mineral Wool,Heat Pump,None,70762.51
9,27,80391,146,Fiberglass,Heat Pump,Window Units,890575.28
68,43,82099,79,Spray Foam,Radiant,None,4517382.07
99,8,96574,276,Polyurethane,Geothermal,None,7327485.64
23,41,20765,492,Mineral Wool,Heat Pump,None,1103674.93
31,8,91925,432,Fiberglass,Boiler,None,4399864.22
100,6,17327,249,Polyurethane,Forced Air,None,1500790.42
32,42,76558,382,Cellulose,Boiler,Heat Pump,3856672.19
42,30,81601,223,Spray Foam,Radiant,Heat Pump,3968452.5
95,4,87248,365,Spray Foam,Radiant,Heat Pump,1199570.63
55,34,26185,13,Cellulose,Forced Air,Evaporative,386315.96
62,14,90663,183,Cellulose,Geothermal,Evaporative,1170242.89
15,8,23489,246,Cellulose,Heat Pump,Central AC,1287335.89
57,1,49800,491,Cellulose,Forced Air,Evaporative,3842145.93
88,24,62986,378,Cellulose,Forced Air,Evaporative,4039485.7
72,46,40138,56,Mineral Wool,Geothermal,None,1050980.19
94,19,65133,284,Fiberglass,Heat Pump,Window Units,3701572.33
58,22,60857,277,Fiberglass,Geothermal,Window Units,1042646.32
1,43,64214,192,Spray Foam,Boiler,Window Units,1961563.48
9,37,77649,69,Mineral Wool,Radiant,Window Units,4149355.76
65,13,71241,141,Mineral Wool,Boiler,None,2010533.58
94,36,74210,192,Polyurethane,Boiler,Window Units,2095291.73
18,29,74683,332,Polyurethane,Boiler,Central AC,2151140.29
1,44,73084,368,Mineral Wool,Boiler,None,2768207.64
38,14,51056,247,Polyurethane,Boiler,Central AC,3336475.34
36,32,49640,137,Polyurethane,Boiler,Heat Pump,1914825.96
73,50,34696,401,Mineral Wool,Forced Air,Central AC,1204853.97
52,36,43445,453,Spray Foam,Boiler,Central AC,1713896.46
77,15,80109,85,Cellulose,Boiler,Central AC,4266103.31
60,24,80672,65,Spray Foam,Boiler,Evaporative,4568437.37
73,22,70246,363,Polyurethane,Heat Pump,Heat Pump,2826210.87
40,38,51230,290,Spray Foam,Forced Air,Central AC,2832080.76
59,12,19714,36,Cellulose,Forced Air,Window Units,1247448.34
32,29,62306,317,Polyurethane,Heat Pump,Central AC,1161239.38
72,48,22344,283,Spray Foam,Geothermal,Window Units,1305957.7
10,35,7175,29,Fiberglass,Radiant,Heat Pump,213551.49
74,37,51217,259,Cellulose,Heat Pump,Heat Pump,4297605.21
61,7,55250,368,Mineral Wool,Geothermal,None,1162126.02
16,36,51889,306,Spray Foam,Heat Pump,Heat Pump,2569136.49
1,17,64987,420,Fiberglass,Forced Air,Evaporative,1286501.46
77,43,58126,325,Mineral Wool,Geothermal,Central AC,4834315.83
43,20,41268,202,Spray Foam,Geothermal,Evaporative,722826.83
93,4,34320,179,Spray Foam,Boiler,None,471259.55
68,49,39097,284,Cellulose,Heat Pump,Central AC,933860.94
94,45,16485,360,Fiberglass,Geothermal,Window Units,1261583.77
52,19,85198,331,Mineral Wool,Radiant,Evaporative,2489132.48
73,43,14096,34,Spray Foam,Forced Air,Evaporative,704649.74
11,47,45255,329,Mineral Wool,Forced Air,Window Units,1576361.47
2,12,80998,20,Polyurethane,Geothermal,Window Units,2648620.31
41,7,23376,132,Polyurethane,Forced Air,Window Units,348861.87
53,43,83719,460,Polyurethane,Forced Air,Window Units,2284905.1
90,12,57438,325,Spray Foam,Heat Pump,Heat Pump,3881045.4
27,25,89412,277,Polyurethane,Radiant,Central AC,3736633.88
86,26,63692,166,Fiberglass,Forced Air,Central AC,2488599.45
12,39,87882,472,Spray Foam,Forced Air,Evaporative,2646606.19
15,14,74983,215,Mineral Wool,Radiant,Window Units,521552.99
20,50,87035,350,Fiberglass,Boiler,Central AC,2816870.91
64,5,89434,26,Fiberglass,Forced Air,Evaporative,5128891.61
35,4,78859,421,Mineral Wool,Forced Air,Evaporative,1961378.38
23,22,82321,387,Spray Foam,Heat Pump,Heat Pump,1767991.41
95,32,85930,245,Cellulose,Radiant,None,3422500.77
41,40,24278,28,Spray Foam,Heat Pump,Evaporative,1565528.42
90,6,65832,274,Cellulose,Heat Pump,None,4469281.14
60,44,65240,459,Mineral Wool,Radiant,None,2790825.31
46,35,10635,222,Mineral Wool,Radiant,None,568429.99
72,2,42249,212,Mineral Wool,Boiler,Window Units,2226157.05
87,9,46001,278,Cellulose,Heat Pump,None,2076969.15
61,25,23765,12,Mineral Wool,Boiler,Central AC,1109703.85
93,24,49825,166,Mineral Wool,Boiler,Evaporative,1719668.29
1,5,29196,241,Spray Foam,Radiant,Evaporative,1375795.14
63,27,26242,441,Cellulose,Geothermal,Central AC,1723255.71
46,1,2482,333,Cellulose,Geothermal,Window Units,39145.94
2,41,33361,167,Fiberglass,Radiant,Window Units,558639.39
75,15,15624,294,Spray Foam,Boiler,Evaporative,274032.29
86,36,98995,324,Cellulose,Forced Air,Heat Pump,9022005.68
44,4,96465,359,Mineral Wool,Heat Pump,Evaporative,2934008.28
67,34,94406,421,Fiberglass,Forced Air,None,3852689.99
45,22,67192,79,Spray Foam,Boiler,Central AC,2025389.86
40,6,54209,56,Spray Foam,Geothermal,Heat Pump,406181.46
92,23,21803,280,Mineral Wool,Geothermal,Window Units,1940777.96
55,41,64720,455,Fiberglass,Geothermal,None,1414840.85
11,14,83767,149,Mineral Wool,Boiler,Window Units,2144310.25
39,27,41349,138,Mineral Wool,Heat Pump,None,2648938.16
48,2,56972,316,Spray Foam,Heat Pump,Window Units,1713204.89
22,20,40023,62,Spray Foam,Heat Pump,Evaporative,1409917.27
46,33,24489,313,Mineral Wool,Radiant,Window Units,1488054.63
62,6,51859,168,Cellulose,Radiant,Heat Pump,2437722.72
100,32,34384,498,Polyurethane,Radiant,Heat Pump,1548003.66
26,13,13119,464,Polyurethane,Boiler,Window Units,340591.78
100,15,79070,166,Cellulose,Radiant,Central AC,3416662.79
4,5,10826,340,Spray Foam,Geothermal,Central AC,444772.15
2,22,91449,288,Polyurethane,Geothermal,Evaporative,1451616.94
5,33,17544,70,Mineral Wool,Boiler,None,186466.33
53,22,42259,43,Polyurethane,Forced Air,Evaporative,2668969.76
29,2,87293,312,Fiberglass,Heat Pump,None,2184358.29
3,17,37167,44,Cellulose,Radiant,None,1613472.72
94,14,48688,142,Spray Foam,Heat Pump,Evaporative,2244788.96
100,2,53221,227,Spray Foam,Forced Air,None,2484345.81
81,14,30107,295,Polyurethane,Forced Air,Heat Pump,734916.95
7,26,85987,443,Spray Foam,Boiler,Evaporative,1422744.05
49,31,3084,276,Spray Foam,Forced Air,Heat Pump,200208.18
62,13,55027,426,Fiberglass,Forced Air,Central AC,4001408.86
77,2,31849,297,Cellulose,Heat Pump,Window Units,914187.02
82,48,93990,89,Polyurethane,Boiler,None,2327385.04
25,41,24470,460,Mineral Wool,Boiler,Central AC,517822.21
59,5,28089,331,Polyurethane,Boiler,Evaporative,2122449.34
78,28,50013,172,Mineral Wool,Forced Air,Heat Pump,3679106.93
96,49,46478,172,Polyurethane,Forced Air,Window Units,2389248.58
5,40,28523,440,Cellulose,Geothermal,Evaporative,515092.86
46,43,98172,456,Mineral Wool,Heat Pump,Evaporative,6965377.47
65,21,27437,498,Cellulose,Heat Pump,None,408979.3
5,46,3976,35,Spray Foam,Forced Air,None,99681.91
95,48,34445,172,Spray Foam,Heat Pump,Window Units,3337199.11
85,17,2620,396,Cellulose,Forced Air,Heat Pump,26051.82
54,20,74422,375,Fiberglass,Heat Pump,Central AC,4083251.41
80,27,10330,470,Polyurethane,Heat Pump,None,143738.39
30,45,9314,431,Spray Foam,Heat Pump,Evaporative,511086.38
20,44,94877,298,Mineral Wool,Heat Pump,Central AC,676296.79
35,16,18113,201,Cellulose,Geothermal,Evaporative,136711.71
42,30,35029,127,Polyurethane,Radiant,None,364866.14
88,3,71982,388,Cellulose,Heat Pump,Central AC,2374329.2
52,29,48895,367,Cellulose,Boiler,None,2641024.5
89,5,68158,168,Fiberglass,Geothermal,Window Units,4487819.32
44,4,18201,130,Mineral Wool,Radiant,None,1080781.15
68,36,80969,435,Polyurethane,Boiler,Window Units,6763103.88
78,31,81458,68,Polyurethane,Forced Air,Evaporative,1268197.77
43,50,6976,17,Fiberglass,Radiant,Central AC,157069.16
93,9,94662,283,Spray Foam,Forced Air,Evaporative,2961157.91
30,40,95680,128,Fiberglass,Forced Air,Central AC,5831063.55
43,9,54218,110,Polyurethane,Radiant,Evaporative,2626133.05
13,33,96756,486,Mineral Wool,Radiant,Heat Pump,2797208.47
57,34,50941,159,Fiberglass,Radiant,Evaporative,3143379.79
78,32,29653,239,Mineral Wool,Boiler,None,378182.9
98,25,71941,454,Spray Foam,Forced Air,Heat Pump,6722800.68
78,42,73786,214,Fiberglass,Radiant,Evaporative,5363414.08
9,43,11757,414,Polyurethane,Forced Air,None,104898.1
7,23,18705,97,Polyurethane,Heat Pump,None,157659.71
87,30,10647,39,Polyurethane,Radiant,Heat Pump,196977.31
28,47,84543,205,Fiberglass,Boiler,Heat Pump,2487210.88
94,44,96221,362,Cellulose,Forced Air,Central AC,3293168.26
73,38,85726,381,Spray Foam,Heat Pump,Evaporative,4280107.0
52,6,11018,483,Spray Foam,Forced Air,Heat Pump,640343.28
98,4,21025,486,Spray Foam,Forced Air,Evaporative,1617266.83
53,36,49350,414,Spray Foam,Geothermal,Central AC,2963482.39
18,50,77448,406,Cellulose,Heat Pump,Heat Pump,2600553.63
99,31,11965,267,Fiberglass,Heat Pump,None,730427.32
20,42,70032,118,Fiberglass,Geothermal,None,1516274.18
54,34,86498,200,Polyurethane,Geothermal,Window Units,903325.98
58,15,4564,65,Mineral Wool,Forced Air,Window Units,70185.77
94,23,92677,110,Spray Foam,Geothermal,Heat Pump,2121402.74
43,46,75586,171,Fiberglass,Geothermal,Central AC,1798701.33
63,10,53821,113,Mineral Wool,Geothermal,None,1913922.8
97,2,35240,15,Spray Foam,Heat Pump,Evaporative,1436397.48
47,13,17971,386,Fiberglass,Geothermal,Central AC,1024767.02
35,6,31773,309,Fiberglass,Geothermal,Evaporative,2010702.06
39,10,67058,229,Cellulose,Boiler,Heat Pump,505373.77
12,28,85204,167,Fiberglass,Geothermal,None,3137072.34
42,49,92643,333,Mineral Wool,Heat Pump,Heat Pump,5254015.53
3,4,47650,436,Spray Foam,Forced Air,Central AC,661429.4
94,3,97888,83,Spray Foam,Forced Air,Window Units,998600.24
11,44,20801,206,Spray Foam,Forced Air,Window Units,547452.7
18,21,86817,495,Polyurethane,Heat Pump,Central AC,1716194.77
80,11,2260,473,Fiberglass,Heat Pump,Evaporative,69802.58
2,28,16928,187,Fiberglass,Boiler,Window Units,630236.54
13,5,64227,327,Spray Foam,Forced Air,Central AC,1652544.16
86,42,34664,441,Cellulose,Radiant,Heat Pump,1655063.61
78,26,95809,202,Polyurethane,Radiant,Window Units,3848218.31
8,49,13721,324,Fiberglass,Radiant,Window Units,82487.8
16,41,14642,272,Mineral Wool,Forced Air,None,820288.65
66,43,1827,287,Spray Foam,Forced Air,None,51342.94
64,28,10553,346,Spray Foam,Radiant,Window Units,623818.9
100,31,88489,376,Fiberglass,Geothermal,Evaporative,3032742.13
89,36,73580,416,Spray Foam,Forced Air,Window Units,1815573.67
66,37,19365,445,Fiberglass,Boiler,Central AC,336345.62
10,43,90234,452,Cellulose,Geothermal,Evaporative,775733.62
23,41,62011,16,Cellulose,Radiant,None,2316412.35
46,47,53444,75,Mineral Wool,Radiant,Evaporative,1793955.88
36,28,4816,91,Cellulose,Heat Pump,None,242319.57
11,44,3423,131,Cellulose,Heat Pump,None,125313.55
98,18,12377,160,Mineral Wool,Radiant,Evaporative,845459.44
2,39,52674,122,Spray Foam,Boiler,None,522014.96
81,23,16122,408,Polyurethane,Geothermal,Window Units,302347.45
15,41,16729,53,Spray Foam,Heat Pump,Evaporative,596569.74
29,19,4525,490,Mineral Wool,Heat Pump,Evaporative,147127.41
81,29,72243,387,Spray Foam,Heat Pump,Central AC,1539906.99
85,37,23795,173,Polyurethane,Radiant,Central AC,822728.05
23,8,91117,248,Fiberglass,Boiler,Evaporative,2087404.13
5,47,27384,255,Mineral Wool,Boiler,Window Units,779568.73
59,1,21854,457,Mineral Wool,Geothermal,Evaporative,1524194.37
74,21,98584,139,Spray Foam,Heat Pump,Window Units,7753405.94
4,1,25315,374,Polyurethane,Heat Pump,Heat Pump,384732.48
73,37,85334,138,Fiberglass,Geothermal,Central AC,2087322.82
9,35,17192,56,Cellulose,Forced Air,Evaporative,851707.47
51,42,66166,474,Fiberglass,Heat Pump,None,2151064.58
90,22,43825,180,Mineral Wool,Heat Pump,None,3663654.99
16,22,28638,319,Polyurethane,Boiler,Window Units,823237.11
67,6,52638,440,Polyurethane,Heat Pump,None,2495605.79
33,41,89119,10,Fiberglass,Forced Air,Evaporative,5623858.45
6,5,19587,442,Fiberglass,Heat Pump,Window Units,948692.25
34,16,21228,28,Mineral Wool,Forced Air,Heat Pump,1278641.44
15,38,47992,16,Fiberglass,Boiler,Heat Pump,711778.29
11,37,56758,249,Polyurethane,Boiler,None,1501637.07
53,11,66952,248,Fiberglass,Forced Air,Evaporative,1712313.78
84,33,19489,410,Cellulose,Heat Pump,Central AC,1242930.82
35,9,64713,467,Polyurethane,Geothermal,Heat Pump,620481.2
30,28,72086,333,Cellulose,Geothermal,Heat Pump,2277603.01
94,39,27342,324,Fiberglass,Heat Pump,Evaporative,725122.98
67,22,53422,423,Mineral Wool,Heat Pump,None,3462139.91
86,47,10103,310,Mineral Wool,Radiant,Heat Pump,156222.61
25,46,2675,149,Spray Foam,Boiler,None,160186.14
15,23,30018,325,Cellulose,Boiler,Window Units,672277.39
66,13,41093,82,Spray Foam,Radiant,Heat Pump,1541989.99
50,41,51240,137,Cellulose,Radiant,None,3178849.42
2,43,86849,120,Mineral Wool,Forced Air,Evaporative,4249618.23
61,12,49295,491,Spray Foam,Heat Pump,Central AC,3847510.32
30,23,93945,263,Mineral Wool,Radiant,Window Units,3344493.12
86,8,58109,61,Mineral Wool,Boiler,Heat Pump,1322688.39
70,28,80076,406,Fiberglass,Heat Pump,Window Units,5948583.78
61,44,14747,31,Fiberglass,Heat Pump,Heat Pump,828484.29
16,21,72514,291,Mineral Wool,Geothermal,Central AC,1561321.3
99,24,42936,471,Spray Foam,Radiant,None,2709980.32
28,49,54324,480,Cellulose,Forced Air,Central AC,3151852.57
7,27,63036,211,Spray Foam,Forced Air,Evaporative,2008849.99
84,12,47204,59,Cellulose,Forced Air,Heat Pump,2592071.94
99,50,89192,211,Cellulose,Forced Air,None,2016480.66
76,16,33933,182,Fiberglass,Heat Pump,Heat Pump,2026095.75
7,45,22955,230,Spray Foam,Geothermal,Central AC,710320.7
43,3,6617,331,Spray Foam,Forced Air,Central AC,122116.82
18,11,66092,149,Polyurethane,Geothermal,Evaporative,3170134.97
73,16,47925,247,Cellulose,Geothermal,None,2282499.71
30,23,6913,305,Mineral Wool,Boiler,Evaporative,62261.78
6,1,9391,316,Cellulose,Heat Pump,Heat Pump,200609.97
50,3,27649,196,Spray Foam,Forced Air,Central AC,1340748.2
25,26,16915,374,Cellulose,Forced Air,Evaporative,405323.93
30,43,78319,45,Cellulose,Geothermal,Window Units,2212078.5
6,28,69747,375,Cellulose,Radiant,Evaporative,2773781.88
25,14,14758,65,Fiberglass,Forced Air,Window Units,199736.82
63,49,37187,479,Cellulose,Radiant,None,609167.0
56,3,72979,57,Fiberglass,Radiant,Window Units,1436568.81
97,39,16079,497,Cellulose,Radiant,Central AC,1423328.26
45,33,33310,96,Polyurethane,Forced Air,None,2085048.74
34,37,49185,123,Spray Foam,Forced Air,Heat Pump,3229414.47
66,8,29029,158,Cellulose,Radiant,Central AC,2355424.9
94,11,75553,500,Spray Foam,Geothermal,Central AC,7235353.38
44,36,4413,389,Cellulose,Heat Pump,Central AC,150417.71
13,20,73155,325,Mineral Wool,Radiant,Heat Pump,2422326.02
90,44,79040,395,Mineral Wool,Forced Air,Evaporative,3449422.21
59,33,51164,389,Spray Foam,Radiant,Window Units,866410.15
43,40,27897,254,Spray Foam,Boiler,None,634051.72
61,16,15593,17,Mineral Wool,Heat Pump,Evaporative,565160.35
44,9,95687,196,Spray Foam,Boiler,None,1315935.45
62,20,5837,201,Cellulose,Radiant,Window Units,92557.75
20,50,9613,338,Mineral Wool,Boiler,None,142852.17
23,17,46032,12,Spray Foam,Radiant,Heat Pump,2798840.66
35,25,53093,435,Fiberglass,Heat Pump,Central AC,3099609.49
77,44,27452,250,Polyurethane,Boiler,None,1645992.17
3,15,98590,396,Fiberglass,Heat Pump,Evaporative,4886093.63
68,44,52712,191,Spray Foam,Boiler,Central AC,1396759.87
54,33,4939,441,Polyurethane,Geothermal,Heat Pump,236009.33
27,34,31229,110,Cellulose,Geothermal,Central AC,440668.09
27,44,75844,333,Cellulose,Geothermal,None,658654.66
14,6,43414,413,Polyurethane,Heat Pump,Heat Pump,308552.38
57,26,76844,202,Spray Foam,Radiant,Heat Pump,1988406.93
83,19,96277,163,Mineral Wool,Forced Air,None,5145069.61
80,49,69194,373,Mineral Wool,Radiant,Heat Pump,4259162.86
79,28,72449,455,Spray Foam,Boiler,Heat Pump,3587274.64
23,30,67412,35,Mineral Wool,Heat Pump,Evaporative,2762198.12
54,34,51588,301,Fiberglass,Heat Pump,None,2877774.74
97,21,43818,363,Fiberglass,Radiant,Window Units,2888209.76
20,9,30736,15,Cellulose,Heat Pump,None,1126285.22
44,36,86397,221,Cellulose,Geothermal,Window Units,4302932.62
